title,number,created_at,closed_at,labels,state,municipio,month,day,year,format_date_closed,format_date_created,week
Coleta de Despesas (Contas Públicas) - Águas Vermelhas,1389,2022-01-30 13:33:13,2022-02-08 17:18:32,Realização F01 Coleta,closed,Águas Vermelhas,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Pai Pedro,1388,2022-01-30 13:33:12,2022-02-08 17:18:09,Realização F01 Coleta,closed,Pai Pedro,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Guaraciama,1387,2022-01-30 13:33:11,2022-02-08 17:17:13,Realização F01 Coleta,closed,Guaraciama,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Cristália,1386,2022-01-30 13:33:09,2022-02-08 17:16:34,Realização F01 Coleta,closed,Cristália,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Janaúba,1385,2022-01-30 13:33:08,2022-02-08 17:16:21,Realização F01 Coleta,closed,Janaúba,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Capitão Enéas,1384,2022-01-30 13:28:28,2022-02-08 16:55:45,Realização F01 Coleta,closed,Capitão Enéas,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Juramento,1383,2022-01-30 13:28:27,2022-02-08 16:57:21,Realização F01 Coleta,closed,Juramento,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Augusto de Lima,1382,2022-01-30 13:28:26,2022-02-08 16:59:15,Realização F01 Coleta,closed,Augusto de Lima,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Jaíba,1381,2022-01-30 13:28:25,2022-02-08 17:04:53,Realização F01 Coleta,closed,Jaíba,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Datas,1380,2022-01-30 13:28:23,2022-02-08 17:01:14,Realização F01 Coleta,closed,Datas,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Mamonas,1379,2022-01-30 13:28:22,2022-02-08 17:02:52,Realização F01 Coleta,closed,Mamonas,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Pintópolis,1378,2022-01-30 13:28:21,2022-02-08 17:03:53,Realização F01 Coleta,closed,Pintópolis,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Indaiabira,1377,2022-01-30 13:28:20,2022-02-08 17:05:16,Realização F01 Coleta,closed,Indaiabira,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - São Romão,1376,2022-01-30 13:28:19,2022-02-07 15:33:22,Realização F01 Coleta,closed,São Romão,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Josenópolis,1375,2022-01-30 13:28:17,2022-02-07 15:32:56,Realização F01 Coleta,closed,Josenópolis,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas)- Francisco Sá,1374,2022-01-30 13:28:16,2022-02-07 15:29:10,Realização F01 Coleta,closed,Francisco Sá,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Coração de Jesus,1373,2022-01-30 13:28:14,2022-02-07 15:28:58,Realização F01 Coleta,closed,Coração de Jesus,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Itamarandiba,1372,2022-01-30 13:28:13,2022-02-07 15:28:31,Realização F01 Coleta,closed,Itamarandiba,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Senador Modestino Gonçalves,1371,2022-01-30 13:28:12,2022-02-07 15:28:08,Realização F01 Coleta,closed,Senador Modestino Gonçalves,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Felício dos Santos,1370,2022-01-30 13:28:10,2022-02-07 15:27:38,Realização F01 Coleta,closed,Felício dos Santos,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Itinga,1369,2022-01-30 13:28:09,2022-02-07 15:27:04,Realização F01 Coleta,closed,Itinga,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Mirabela,1368,2022-01-30 13:28:08,2022-02-07 15:26:21,Realização F01 Coleta,closed,Mirabela,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Fruta de Leite,1367,2022-01-30 13:28:06,2022-02-07 15:26:03,Realização F01 Coleta,closed,Fruta de Leite,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Catuti,1366,2022-01-30 13:28:05,2022-02-07 14:15:39,Realização F01 Coleta,closed,Catuti,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Ponto Chique,1365,2022-01-30 13:28:04,2022-02-07 14:11:16,Realização F01 Coleta,closed,Ponto Chique,1,30,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Gouveia,1355,2022-01-27 14:38:16,2022-02-07 14:11:46,Realização F01 Coleta,closed,Gouveia,1,27,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Materlândia,1354,2022-01-27 14:38:15,2022-02-07 14:12:21,Realização F01 Coleta,closed,Materlândia,1,27,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - São João da Lagoa,1353,2022-01-27 14:38:14,2022-02-07 14:08:25,Realização F01 Coleta,closed,São João da Lagoa,1,27,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Bonito de Minas,1352,2022-01-27 14:38:12,2022-02-07 14:14:49,Realização F01 Coleta,closed,Bonito de Minas,1,27,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Espinosa,1351,2022-01-27 14:38:11,2022-02-07 14:07:16,Realização F01 Coleta,closed,Espinosa,1,27,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Patis,1350,2022-01-27 14:38:09,2022-02-07 14:14:11,Realização F01 Coleta,closed,Patis,1,27,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Berilo,1349,2022-01-27 14:38:08,2022-02-07 14:13:58,Realização F01 Coleta,closed,Berilo,1,27,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Cachoeira de Pajeú,1348,2022-01-27 14:38:07,2022-02-07 13:57:37,Realização F01 Coleta,closed,Cachoeira de Pajeú,1,27,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Novorizonte,1347,2022-01-27 14:38:05,2022-02-07 13:56:40,Realização F01 Coleta,closed,Novorizonte,1,27,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Água Boa,1346,2022-01-27 14:38:04,2022-02-07 13:48:56,Realização F01 Coleta,closed,Água Boa,1,27,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Claro dos Poções,1345,2022-01-27 14:38:02,2022-02-07 13:50:12,Realização F01 Coleta,closed,Claro dos Poções,1,27,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Alvorada de Minas,1344,2022-01-27 14:38:01,2022-02-07 13:56:17,Realização F01 Coleta,closed,Alvorada de Minas,1,27,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Gameleiras,1343,2022-01-27 14:37:59,2022-02-07 13:53:08,Realização F01 Coleta,closed,Gameleiras,1,27,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Frei Lagonegro,1342,2022-01-27 14:37:58,2022-02-07 13:48:17,Realização F01 Coleta,closed,Frei Lagonegro,1,27,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Francisco Badaró,1341,2022-01-27 14:37:57,2022-02-07 13:41:07,Realização F01 Coleta,closed,Francisco Badaró,1,27,2022,2/2022,1/2022,06
Coleta de Despesas (Contas Públicas) - Chapada Gaúcha,1340,2022-01-27 14:37:55,2022-02-05 01:18:48,Realização F01 Coleta,closed,Chapada Gaúcha,1,27,2022,2/2022,1/2022,05
Coleta de Despesas (Contas Públicas) - Engenheiro Navarro,1339,2022-01-27 14:37:54,2022-02-05 00:43:45,Realização F01 Coleta,closed,Engenheiro Navarro,1,27,2022,2/2022,1/2022,05
Coleta de Despesas (Contas Públicas) - Turmalina,1338,2022-01-27 14:37:53,2022-02-05 01:19:26,Realização F01 Coleta,closed,Turmalina,1,27,2022,2/2022,1/2022,05
Coleta de Despesas (Contas Públicas) - Presidente Kubitschek,1337,2022-01-27 14:37:52,2022-01-31 15:01:58,Realização F01 Coleta,closed,Presidente Kubitschek,1,27,2022,1/2022,1/2022,05
Coleta de Despesas (Contas Públicas) - Ibiaí,1336,2022-01-27 14:37:50,2022-01-31 13:27:19,Realização F01 Coleta,closed,Ibiaí,1,27,2022,1/2022,1/2022,05
Coleta de Licitação - Itapecerica,1334,2022-01-25 13:46:01,2022-01-26 13:19:53,Realização F01 Coleta unavailable,closed,Itapecerica,1,25,2022,1/2022,1/2022,04
Coleta de Licitação - Consolação,1333,2022-01-25 13:46:00,2022-01-26 13:19:13,Realização F01 Coleta unavailable,closed,Consolação,1,25,2022,1/2022,1/2022,04
Coleta de Licitação - Piranguçu,1332,2022-01-25 13:45:56,2022-01-25 13:47:03,Realização F01 Coleta,closed,Piranguçu,1,25,2022,1/2022,1/2022,04
Coleta de Licitação - Piranguçu,1327,2022-01-25 13:38:31,2022-01-26 13:19:02,Realização F01 Coleta unavailable,closed,Piranguçu,1,25,2022,1/2022,1/2022,04
Coleta de Licitação - Wenceslau Braz,1331,2022-01-25 13:45:55,2022-01-25 13:47:03,Realização F01 Coleta,closed,Wenceslau Braz,1,25,2022,1/2022,1/2022,04
Coleta de Licitação - Wenceslau Braz,1326,2022-01-25 13:38:29,2022-01-26 13:17:38,Realização F01 Coleta unavailable,closed,Wenceslau Braz,1,25,2022,1/2022,1/2022,04
Coleta de Licitação - Dom Silvério,1330,2022-01-25 13:45:54,2022-01-25 13:47:02,Realização F01 Coleta,closed,Dom Silvério,1,25,2022,1/2022,1/2022,04
Coleta de Licitação - Dom Silvério,1325,2022-01-25 13:38:28,2022-01-26 13:16:42,Realização F01 Coleta unavailable,closed,Dom Silvério,1,25,2022,1/2022,1/2022,04
Coleta de Licitação - Biquinhas,1329,2022-01-25 13:45:53,2022-01-25 13:47:02,Realização F01 Coleta,closed,Biquinhas,1,25,2022,1/2022,1/2022,04
Coleta de Licitação - Biquinhas,1324,2022-01-25 13:38:27,2022-01-26 13:16:12,Realização F01 Coleta unavailable,closed,Biquinhas,1,25,2022,1/2022,1/2022,04
Coleta de Licitação - Abaeté,1328,2022-01-25 13:45:51,2022-01-25 13:47:02,Realização F01 Coleta,closed,Abaeté,1,25,2022,1/2022,1/2022,04
Coleta de Licitação - Abaeté,1323,2022-01-25 13:38:25,2022-01-26 13:15:20,Realização F01 Coleta unavailable,closed,Abaeté,1,25,2022,1/2022,1/2022,04
Coleta de Licitação - Taquaraçu de Minas,1322,2022-01-25 13:38:23,2022-01-26 13:15:01,Realização F01 Coleta unavailable,closed,Taquaraçu de Minas,1,25,2022,1/2022,1/2022,04
Coleta de Licitação - Brazópolis,1321,2022-01-25 13:38:22,2022-01-26 13:13:32,Realização F01 Coleta unavailable,closed,Brazópolis,1,25,2022,1/2022,1/2022,04
Coleta de Licitação - Silvianópolis,1320,2022-01-25 13:38:20,2022-01-26 13:12:31,Realização F01 Coleta unavailable,closed,Silvianópolis,1,25,2022,1/2022,1/2022,04
Coleta de Licitação - Paineiras,1319,2022-01-25 13:38:19,2022-01-26 13:11:24,Realização F01 Coleta unavailable,closed,Paineiras,1,25,2022,1/2022,1/2022,04
Coleta de Licitação - Pedralva,1318,2022-01-25 13:38:18,2022-01-26 13:09:21,Realização F01 Coleta unavailable,closed,Pedralva,1,25,2022,1/2022,1/2022,04
Coleta de Licitação - Serro,1317,2022-01-25 13:38:16,2022-01-26 13:08:50,Realização F01 Coleta unavailable,closed,Serro,1,25,2022,1/2022,1/2022,04
Coleta de Licitação - Cedro do Abaeté,1316,2022-01-25 13:38:15,2022-01-26 13:08:05,Realização F01 Coleta unavailable,closed,Cedro do Abaeté,1,25,2022,1/2022,1/2022,04
Coleta de Licitação - Bom Jesus do Amparo,1315,2022-01-25 13:38:13,2022-01-26 13:07:03,Realização F01 Coleta unavailable,closed,Bom Jesus do Amparo,1,25,2022,1/2022,1/2022,04
Coleta de Licitação - São Pedro do Suaçuí,1314,2022-01-25 13:38:12,2022-01-26 13:05:14,Realização F01 Coleta unavailable,closed,São Pedro do Suaçuí,1,25,2022,1/2022,1/2022,04
Coleta de Licitação - Piranguinho,1313,2022-01-25 13:38:11,2022-01-26 13:04:22,Realização F01 Coleta unavailable,closed,Piranguinho,1,25,2022,1/2022,1/2022,04
Coleta de Licitação - São João da Mata,1312,2022-01-25 13:38:09,2022-01-26 13:03:13,Realização F01 Coleta unavailable,closed,São João da Mata,1,25,2022,1/2022,1/2022,04
Coleta de Licitação - Marmelópolis,1311,2022-01-25 13:38:08,2022-01-26 13:02:16,Realização F01 Coleta unavailable,closed,Marmelópolis,1,25,2022,1/2022,1/2022,04
Coleta de Licitação - Nova União,1310,2022-01-25 13:38:07,2022-01-26 13:00:55,Realização F01 Coleta unavailable,closed,Nova União,1,25,2022,1/2022,1/2022,04
Coleta de Licitação - Arinos,1309,2022-01-25 13:38:05,2022-01-26 12:59:32,Realização F01 Coleta unavailable,closed,Arinos,1,25,2022,1/2022,1/2022,04
Coleta de Licitação - Buritis,1308,2022-01-25 13:38:04,2022-01-26 12:58:13,Realização F01 Coleta unavailable,closed,Buritis,1,25,2022,1/2022,1/2022,04
Coleta de Licitação - Piedade do Rio Grande,1269,2022-01-15 21:01:32,2022-01-20 14:51:36,Realização F01 Coleta,closed,Piedade do Rio Grande,1,15,2022,1/2022,1/2022,03
Coleta de Licitação - Lagoa Dourada,1268,2022-01-15 21:01:31,2022-01-20 14:51:33,Realização F01 Coleta,closed,Lagoa Dourada,1,15,2022,1/2022,1/2022,03
Coleta de Licitação - Conceição dos Ouros,1267,2022-01-15 21:01:30,2022-01-20 16:09:13,Realização F01 Coleta,closed,Conceição dos Ouros,1,15,2022,1/2022,1/2022,03
Coleta de Licitação - Ervália,1266,2022-01-15 20:33:33,2022-01-20 14:51:34,Realização F01 Coleta,closed,Ervália,1,15,2022,1/2022,1/2022,03
Coleta de Licitação - Resende Costa,1265,2022-01-15 20:33:31,2022-01-20 16:09:14,Realização F01 Coleta,closed,Resende Costa,1,15,2022,1/2022,1/2022,03
Coleta de Licitação - Ritápolis,1264,2022-01-15 20:33:30,2022-01-20 16:11:46,Realização F01 Coleta,closed,Ritápolis,1,15,2022,1/2022,1/2022,03
Coleta de Licitação - Silveirânia,1263,2022-01-15 20:33:29,2022-01-20 22:50:40,Realização F01 Coleta,closed,Silveirânia,1,15,2022,1/2022,1/2022,03
Coleta de Licitação - São Geraldo,1262,2022-01-15 20:33:27,2022-01-20 22:50:38,Realização F01 Coleta,closed,São Geraldo,1,15,2022,1/2022,1/2022,03
Coleta de Licitação - Santana do Jacaré,1261,2022-01-15 20:33:26,2022-01-20 16:11:43,Realização F01 Coleta,closed,Santana do Jacaré,1,15,2022,1/2022,1/2022,03
Coleta de Licitação - Belo Vale,1260,2022-01-15 20:33:25,2022-01-20 22:50:34,Realização F01 Coleta,closed,Belo Vale,1,15,2022,1/2022,1/2022,03
Coleta de Licitação - São Tiago,1259,2022-01-15 20:33:24,2022-01-20 22:50:33,Realização F01 Coleta,closed,São Tiago,1,15,2022,1/2022,1/2022,03
Coleta de Licitação - Ingaí,1258,2022-01-15 20:33:23,2022-01-20 22:50:31,Realização F01 Coleta,closed,Ingaí,1,15,2022,1/2022,1/2022,03
Coleta de Licitação - Alfredo Vasconcelos,1257,2022-01-15 20:33:21,2022-01-20 22:50:19,Realização F01 Coleta,closed,Alfredo Vasconcelos,1,15,2022,1/2022,1/2022,03
Coleta de Licitação - Antônio Carlos,1256,2022-01-15 20:33:20,2022-01-20 22:50:23,Realização F01 Coleta,closed,Antônio Carlos,1,15,2022,1/2022,1/2022,03
Coleta de Licitação - Prados,1255,2022-01-15 20:33:19,2022-01-20 22:50:20,Realização F01 Coleta,closed,Prados,1,15,2022,1/2022,1/2022,03
Coleta de Licitação - São João del Rei,1254,2022-01-15 20:33:18,2022-01-20 16:09:15,Realização F01 Coleta,closed,São João del Rei,1,15,2022,1/2022,1/2022,03
Coleta de Licitação - Santa Cruz de Minas,1253,2022-01-15 20:33:15,2022-01-20 22:50:22,Realização F01 Coleta,closed,Santa Cruz de Minas,1,15,2022,1/2022,1/2022,03
Coleta de Licitação - Ibituruna,1252,2022-01-15 20:33:14,2022-01-20 22:50:25,Realização F01 Coleta,closed,Ibituruna,1,15,2022,1/2022,1/2022,03
Coleta de Licitação - Queluzito,1251,2022-01-15 20:33:13,2022-01-20 22:50:44,Realização F01 Coleta,closed,Queluzito,1,15,2022,1/2022,1/2022,03
Coleta de Licitação - Descoberto,1250,2022-01-15 20:33:11,2022-01-20 22:50:25,Realização F01 Coleta,closed,Descoberto,1,15,2022,1/2022,1/2022,03
Coleta de Licitação - Jeceaba,1249,2022-01-15 20:33:10,2022-01-20 22:50:17,Realização F01 Coleta,closed,Jeceaba,1,15,2022,1/2022,1/2022,03
Coleta de Licitação - Rio Acima,1248,2022-01-15 20:33:09,2022-01-20 22:50:27,Realização F01 Coleta,closed,Rio Acima,1,15,2022,1/2022,1/2022,03
Coleta de Licitação - Carrancas,1247,2022-01-15 20:33:08,2022-01-20 22:50:30,Realização F01 Coleta,closed,Carrancas,1,15,2022,1/2022,1/2022,03
Coleta de Licitações de Itutinga,1229,2022-01-11 16:13:54,2022-01-20 22:50:14,Realização F01 Coleta,closed,Itutinga,1,11,2022,1/2022,1/2022,03
Coleta de Licitações de Visconde do Rio Branco,1228,2022-01-11 16:10:01,2022-01-20 22:50:08,Realização F01 Coleta,closed,Visconde do Rio Branco,1,11,2022,1/2022,1/2022,03
Coleta de Licitações de Tiradentes,1227,2022-01-11 16:09:05,2022-01-20 22:50:05,Realização F01 Coleta,closed,Tiradentes,1,11,2022,1/2022,1/2022,03
Coleta de Licitações de Itumirim,1226,2022-01-11 16:08:04,2022-01-20 22:50:02,Realização F01 Coleta,closed,Itumirim,1,11,2022,1/2022,1/2022,03
Coleta de Licitações de Ressaquinha,1225,2022-01-11 16:05:43,2022-01-20 22:50:04,Realização F01 Coleta,closed,Ressaquinha,1,11,2022,1/2022,1/2022,03
Coleta de Licitações de Santa Bárbara do Tugúrio,1224,2022-01-11 15:18:15,2022-01-20 22:50:12,Realização F01 Coleta,closed,Santa Bárbara do Tugúrio,1,11,2022,1/2022,1/2022,03
Coleta de Licitações de Carandaí ,1223,2022-01-11 15:16:36,2022-01-20 22:50:13,Realização F01 Coleta,closed,Carandaí,1,11,2022,1/2022,1/2022,03
Coleta de Licitações de São Vicente de Minas,1222,2022-01-11 15:11:49,2022-01-20 22:50:18,Realização F01 Coleta,closed,São Vicente de Minas,1,11,2022,1/2022,1/2022,03
Coleta de Licitações de Coronel Xavier Chaves ,1221,2022-01-11 15:05:22,2022-01-20 22:50:11,Realização F01 Coleta,closed,Coronel Xavier Chaves,1,11,2022,1/2022,1/2022,03
Coleta de Licitações de Conceição da Barra de Minas,1220,2022-01-11 14:57:27,2022-01-20 22:49:58,Realização F01 Coleta,closed,Conceição da Barra de Minas,1,11,2022,1/2022,1/2022,03
Coleta de Licitações de  Santana dos Montes,1219,2022-01-11 14:53:38,2022-01-20 22:49:59,Realização F01 Coleta,closed,Santana dos Montes,1,11,2022,1/2022,1/2022,03
Coleta de Licitações de Entre Rios de Minas,1218,2022-01-11 14:51:16,2022-01-20 22:50:07,Realização F01 Coleta,closed,Entre Rios de Minas,1,11,2022,1/2022,1/2022,03
Coleta de Licitações de Nazareno ,1217,2022-01-11 14:46:18,2022-01-20 22:50:03,Realização F01 Coleta,closed,Nazareno,1,11,2022,1/2022,1/2022,03
Coleta de Licitações de São Brás do Suaçuí,1216,2022-01-11 14:43:58,2022-01-20 22:50:00,Realização F01 Coleta,closed,São Brás do Suaçuí,1,11,2022,1/2022,1/2022,03
Coleta de Licitações de Careaçu,1215,2022-01-11 14:42:12,2022-01-20 22:49:55,Realização F01 Coleta,closed,Careaçu,1,11,2022,1/2022,1/2022,03
Coleta de Licitações de Dores de Campos,1214,2022-01-11 14:40:24,2022-01-20 22:49:54,Realização F01 Coleta,closed,Dores de Campos,1,11,2022,1/2022,1/2022,03
Coleta de Licitações de Catas Altas da Noruega,1213,2022-01-11 14:28:08,2022-01-20 22:49:53,Realização F01 Coleta,closed,Catas Altas da Noruega,1,11,2022,1/2022,1/2022,03
Coleta de Licitações de Luminárias ,1212,2022-01-11 14:20:18,2022-01-20 22:49:51,Realização F01 Coleta,closed,Luminárias,1,11,2022,1/2022,1/2022,03
Coleta de Licitações de Casa Grande,1211,2022-01-11 14:17:35,2022-01-20 22:49:56,Realização F01 Coleta,closed,Casa Grande,1,11,2022,1/2022,1/2022,03
Coleta de Licitações de Barroso,1210,2022-01-11 14:15:40,2022-01-20 22:49:48,Realização F01 Coleta,closed,Barroso,1,11,2022,1/2022,1/2022,03
Coleta de Licitações de Divinópolis,1142,2022-01-05 13:02:54,2022-01-21 13:16:49,Realização F01 Coleta,closed,Divinópolis,1,5,2022,1/2022,1/2022,03
Coleta de Licitações de Serrania de 2016 até 2012,1096,2021-12-14 14:02:24,2022-01-04 14:18:16,Realização F01,closed,Serrania,12,14,2021,1/2022,12/2021,01
Coleta de Licitações de Serrania de 2016 até 2012,1094,2021-12-14 13:54:45,2022-01-07 13:40:54,Realização F01 Coleta,closed,Serrania,12,14,2021,1/2022,12/2021,01
Coleta de Licitações de Serrania de 2021 até 2017 ,1095,2021-12-14 13:55:15,2022-01-07 13:40:51,Realização F01 Coleta,closed,Serrania,12,14,2021,1/2022,12/2021,01
Coleta de Licitações de Sarzedo de 2021 até 2017,1093,2021-12-14 13:47:30,2022-01-13 22:59:02,Realização F01,closed,Sarzedo,12,14,2021,1/2022,12/2021,02
Coleta de Licitações de Sarzedo de 2016 até 2012,1092,2021-12-14 13:44:48,2022-01-13 22:59:00,Realização F01 Coleta,closed,Sarzedo,12,14,2021,1/2022,12/2021,02
Coleta de Licitações de São Sebastião do Oeste de 2021 até 2017,1091,2021-12-14 13:43:23,2022-01-13 22:59:11,Realização F01 Coleta,closed,São Sebastião do Oeste,12,14,2021,1/2022,12/2021,02
Coleta de Licitações de São Sebastião do Oeste de 2016 até 2012,1090,2021-12-14 13:42:21,2022-01-13 22:59:10,Realização F01 Coleta,closed,São Sebastião do Oeste,12,14,2021,1/2022,12/2021,02
Coleta de Licitações de Santo Antônio do Monte de 2021 até 2017,1087,2021-12-14 13:37:42,2022-01-13 22:59:05,Realização F01 Coleta,closed,Santo Antônio do Monte,12,14,2021,1/2022,12/2021,02
Coleta de Licitações de Santo Antônio do Monte de 2016 até 2012,1086,2021-12-14 13:36:51,2022-01-13 22:59:04,Realização F01 Coleta,closed,Santo Antônio do Monte,12,14,2021,1/2022,12/2021,02
Coleta de Licitações de Sacramento de 2021 até 2017,1085,2021-12-14 13:34:19,2022-01-13 22:58:57,Realização F01 Coleta,closed,Sacramento,12,14,2021,1/2022,12/2021,02
Coleta de Licitações de Sacramento de 2016 até 2012,1084,2021-12-14 13:33:42,2022-01-13 22:58:58,Realização F01 Coleta,closed,Sacramento,12,14,2021,1/2022,12/2021,02
Coleta de Licitações de Rio Doce de 2021 até 2017,1083,2021-12-14 13:31:57,2022-01-07 13:43:01,Realização F01 Coleta,closed,Rio Doce,12,14,2021,1/2022,12/2021,01
Coleta de Licitações de Rio Doce de 2016 até 2012,1082,2021-12-14 13:30:05,2022-01-07 13:43:04,Realização F01 Coleta,closed,Rio Doce,12,14,2021,1/2022,12/2021,01
Coleta de Licitações de Rio Casca de 2016 até 2015,1081,2021-12-14 13:28:09,2022-01-07 13:42:58,Realização F01 Coleta,closed,Rio Casca,12,14,2021,1/2022,12/2021,01
Coleta de Licitações de Rio Casca de 2021 até 2017,1080,2021-12-14 13:26:56,2022-01-07 13:43:00,Realização F01 Coleta,closed,Rio Casca,12,14,2021,1/2022,12/2021,01
Coleta de Licitações de Raposos de 2016 até 2012,1079,2021-12-14 13:25:17,2021-12-17 16:03:42,Realização F01 Coleta,closed,Raposos,12,14,2021,12/2021,12/2021,50
Coleta de Licitações de Raposos de 2021 até 2017,1078,2021-12-14 13:24:18,2022-01-07 13:41:02,Realização F01 Coleta,closed,Raposos,12,14,2021,1/2022,12/2021,01
Coleta de Licitações de Pirajuba de 2021 até 2017,1077,2021-12-14 13:22:41,2022-01-13 22:58:47,Realização F01 Coleta,closed,Pirajuba,12,14,2021,1/2022,12/2021,02
Coleta de Licitações de Pirajuba de 2016 até 2012,1076,2021-12-14 13:21:58,2022-01-13 22:58:48,Realização F01,closed,Pirajuba,12,14,2021,1/2022,12/2021,02
Coleta de Licitações de Pequi de 2021 até 2017,1075,2021-12-14 13:20:13,2022-01-13 22:58:50,Realização F01 Coleta,closed,Pequi,12,14,2021,1/2022,12/2021,02
Coleta de Licitações de Pequi de 2016 até 2012,1074,2021-12-14 13:19:38,2022-01-13 22:58:52,Realização F01 Coleta,closed,Pequi,12,14,2021,1/2022,12/2021,02
Coleta de Licitações de Campos Gerais de 2016 até 2012,1045,2021-12-09 00:11:15,2021-12-10 13:43:55,Realização F01 Coleta,closed,Campos Gerais,12,9,2021,12/2021,12/2021,49
Coleta de Licitações de Campos Gerais de 2016 até 2012,941,2021-11-23 16:54:06,2021-12-03 13:33:32,Realização F01 Coleta,closed,Campos Gerais,11,23,2021,12/2021,11/2021,48
Coleta de Licitações de Campos Gerais de 2021 até 2017,1044,2021-12-09 00:09:31,2021-12-10 13:43:58,Realização F01 Coleta,closed,Campos Gerais,12,9,2021,12/2021,12/2021,49
Coleta de Licitações de Campos Gerais de 2021 até 2017,942,2021-11-23 16:55:26,2021-12-03 13:33:35,Realização F01 Coleta,closed,Campos Gerais,11,23,2021,12/2021,11/2021,48
Coleta de Licitações de Ouro Branco de 2016 até 2012,1028,2021-12-03 11:00:44,2021-12-17 16:03:35,Realização F01 Coleta,closed,Ouro Branco,12,3,2021,12/2021,12/2021,50
Coleta de Licitações de Ouro Branco de 2021 até 2017,1027,2021-12-03 11:00:04,2021-12-17 16:03:32,Realização F01 Coleta,closed,Ouro Branco,12,3,2021,12/2021,12/2021,50
Coleta de Licitações de Nepomuceno de 2016 até 2012,1026,2021-12-03 10:56:08,2021-12-03 14:03:32,Realização F01,closed,Nepomuceno,12,3,2021,12/2021,12/2021,48
Coleta de Licitações de Nepomuceno de 2021 até 2017 ,1025,2021-12-03 10:55:33,2021-12-17 16:03:36,Realização F01 Coleta,closed,Nepomuceno,12,3,2021,12/2021,12/2021,50
Coleta de Licitações de Mariana de 2016 até 2012,1024,2021-12-03 10:53:36,2021-12-17 16:03:40,Realização F01 Coleta,closed,Mariana,12,3,2021,12/2021,12/2021,50
Coleta de Licitações de Mariana de 2021 até 2017,1023,2021-12-03 10:52:56,2021-12-17 16:03:37,Realização F01 Coleta,closed,Mariana,12,3,2021,12/2021,12/2021,50
Coleta de Licitações de Mantena de 2016 até 2012,1022,2021-12-03 10:50:27,2021-12-10 13:43:35,Realização F01 Coleta,closed,Mantena,12,3,2021,12/2021,12/2021,49
Coleta de Licitações de Mantena de 2021 até 2017,1021,2021-12-03 10:49:43,2021-12-10 13:44:11,Realização F01 Coleta,closed,Mantena,12,3,2021,12/2021,12/2021,49
Coleta de Licitações de Luz de 2021 até 2017,1011,2021-12-03 00:59:06,2021-12-17 16:03:30,Realização F01 Coleta,closed,Luz,12,3,2021,12/2021,12/2021,50
